file,real_time,predicted_time,error,abs_error
04301317.mseed,60.90000009536743,30.408752,-30.49124765396118,30.49124765396118
09252038.mseed,5.900000095367432,30.520422,24.620421886444092,24.620421886444092
01200519.mseed,6.0,30.532482,24.532482147216797,24.532482147216797
05010036.mseed,8.700000047683716,30.550747,21.850746870040894,21.850746870040894
03142106.mseed,10.700000047683716,30.423193,19.723192930221558,19.723192930221558
05011300.mseed,12.799999952316284,30.237183,17.437182664871216,17.437182664871216
03160326.mseed,18.5,30.504715,12.004714965820312,12.004714965820312
12221016.mseed,19.0,30.899204,11.89920425415039,11.89920425415039
10020648.mseed,19.90000009536743,30.425629,10.525628566741943,10.525628566741943
01200524.mseed,30.700000047683716,37.372364,6.672363996505737,6.672363996505737
06271104.mseed,36.200000047683716,29.702087,-6.497912645339966,6.497912645339966
01192258.mseed,23.90000009536743,30.240826,6.34082555770874,6.34082555770874
09180642.mseed,26.09999990463257,30.368885,4.268885135650635,4.268885135650635
12141449.mseed,30.59999990463257,27.99277,-2.6072306632995605,2.6072306632995605
12272323.mseed,30.59999990463257,28.125412,-2.474587917327881,2.474587917327881
06301153.mseed,30.09999990463257,32.2541,2.1541008949279785,2.1541008949279785
12280321.mseed,30.799999952316284,29.119432,-1.6805675029754639,1.6805675029754639
12032014.mseed,30.90000009536743,29.348104,-1.5518956184387207,1.5518956184387207
11131135.mseed,30.59999990463257,29.472311,-1.1276888847351074,1.1276888847351074
